Sl.,Voucher No.,Trans. Date,Value Date,Narration,Dr,Cr
4278,MF0341,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106220// RFX309L7XYWPC7Y//14000010000/BTK/50111.320                                                                       ,408.6,0
4279,MF0344,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106221// RFX30R8STWFETFP//14000010000/BTK/99504.000                                                                       ,811.34,0
4280,MF0361,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106234// RFX35IJGPPAFLIV//14000010000/BTK/39097.710                                                                       ,318.8,0
4281,MF0378,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106249// RFX355WD7HRTEKP//14000010000/BTK/136344.000                                                                      ,1111.74,0
4282,MF0381,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106250// RFX41THQX9PMTCP//14000010000/BTK/27690.000                                                                       ,225.78,0
4283,MF0531,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106272// RFX35JEYTBHBAV1//14000010000/BTK/57965.200                                                                       ,472.64,0
4284,MF0573,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106281// RFX309BB7UBT971//14000010000/BTK/50000.760                                                                       ,407.7,0
4285,MF0595,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106290// RFX3063GEOIHMEJ//14000010000/BTK/110560.000                                                                      ,901.49,0
4286,MF0695,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106315// RFX30K6ULL1XC97//14000010000/BTK/52184.320                                                                       ,425.5,0
4287,MF0699,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106320// RFX30EE9EBGVU8K//14000010000/BTK/49420.320                                                                       ,402.97,0
4288,MF0834,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106358// RFX30MWW00WBCD9//14000010000/BTK/52184.320                                                                       ,425.5,0
4289,MF0977,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106422// RFX30E1X5U01JVX//14000010000/BTK/71588.240                                                                       ,583.72,0
4290,MF1030,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106452// RFX30CQRQ9EO07T//14000010000/BTK/57629.400                                                                       ,469.9,0
4291,MF1053,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106470// RFX30XBOXI9RZFX//14000010000/BTK/21835.600                                                                       ,178.04,0
4292,MF1116,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106494// RFX3005AH15C1OQ//14000010000/BTK/58044.000                                                                       ,473.28,0
4293,MF1149,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106513// RFX304UDJ17XEZ1//14000010000/BTK/300032.200                                                                      ,2446.44,0
4294,MF1181,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106523// RFX30JRKWGS26ZT//14000010000/BTK/52184.320                                                                       ,425.5,0
4295,MF1206,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106532// RFX305RZPZ48U9Y//14000010000/BTK/99918.600                                                                       ,814.73,0
4296,MF1217,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106547// RFX3038MAFBP5BL//14000010000/BTK/88448.000                                                                       ,721.19,0
4297,MF1221,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106550// RFX30J2QFUOKH1W//14000010000/BTK/24046.800                                                                       ,196.07,0
4298,MF1234,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106552// RFX30MCDDD3AJ2Y//14000010000/BTK/49143.920                                                                       ,400.71,0
4299,MF1307,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106612// RFX30CIO689FQ9O//14000010000/BTK/54948.320                                                                       ,448.04,0
4300,MF1355,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106646// RFX30VTYKNJ7MC3//14000010000/BTK/27640.000                                                                       ,225.37,0
4301,MF1358,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106649// RFX30TTSJODWNJJ//14000010000/BTK/24876.000                                                                       ,202.83,0
4302,MF1503,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106757// RFX30KF1CWYRXJ9//14000010000/BTK/99973.880                                                                       ,815.18,0
4303,MF1624,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106800// RFX30MXRNGO948T//14000010000/BTK/41183.600                                                                       ,335.8,0
4304,MF1632,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106812// RFX30S85TTY01P8//14000010000/BTK/40078.000                                                                       ,326.79,0
4305,MF1648,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106819// RFX30SDNN69CLO8//14000010000/BTK/60808.000                                                                       ,495.82,0
4306,MF1683,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106840// RFX30PIDJ7VE0FO//14000010000/BTK/41460.000                                                                       ,338.06,0
4307,MF1785,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106891// RFX359I8XCIQV6X//14000010000/BTK/41124.000                                                                       ,335.32,0
4308,MF1843,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106932// RFX305HUP5DIV2M//14000010000/BTK/63986.600                                                                       ,521.74,0
4309,MF1893,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106963// RFX30F7YI5R2CD1//14000010000/BTK/99918.600                                                                       ,814.73,0
4310,MF1904,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106982// RFX30IYLPBTXB1T//14000010000/BTK/52460.720                                                                       ,427.76,0
4311,MF1926,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217106995// RFX41NA7WL7OBDS//14000010000/BTK/13780.000                                                                       ,112.36,0
4312,MF2033,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107054// RFX350JSALMAO52//14000010000/BTK/413724.000                                                                      ,3373.48,0
4313,MF2150,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107127// RFX30YE0JAYFG34//14000010000/BTK/20453.600                                                                       ,166.77,0
4314,MF2201,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107151// RFX6922IDAV4Q9R//14000010000/BTK/55180.000                                                                       ,449.93,0
4315,MF2488,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107293// RFX30PP5R3UHGYV//14000010000/BTK/27640.000                                                                       ,225.37,0
4316,MF2493,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107298// RFX30LHZGWQOYSL//14000010000/BTK/96325.400                                                                       ,785.43,0
4317,MF2497,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107308// RFX307X8YAXRMCU//14000010000/BTK/79741.400                                                                       ,650.2,0
4318,MF2498,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107310// RFX30OS442SRKN4//14000010000/BTK/82920.000                                                                       ,676.12,0
4319,MF2516,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107317// RFX30896Q4Y7YZA//14000010000/BTK/55197.080                                                                       ,450.07,0
4320,MF2520,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107318// RFX307O2G3YDJUY//14000010000/BTK/68685.400                                                                       ,560.05,0
4321,MF2572,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107353// RFX30SH2RBCKBON//14000010000/BTK/55280.000                                                                       ,450.74,0
4322,MF3378,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107882// RFX30U0MP1CABKX//14000010000/BTK/79741.400                                                                       ,650.2,0
4323,MF3385,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107888// RFX3043DDFYLR4Z//14000010000/BTK/71449.400                                                                       ,582.59,0
4324,MF3388,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107890// RFX30BAPPZFNFNJ//14000010000/BTK/80156.000                                                                       ,653.58,0
4325,MF3393,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107891// RFX30FGFY10Z42E//14000010000/BTK/99089.400                                                                       ,807.96,0
4326,MF3404,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217107911// RFX30BE6DK5G3VO//14000010000/BTK/68685.400                                                                       ,560.05,0
4327,MF4302,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108371// RFX30N3UFFSQ3QT//14000010000/BTK/100471.400                                                                      ,819.23,0
4328,MF4319,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108387// RFX30MOC99KRL5T//14000010000/BTK/32891.600                                                                       ,268.19,0
4329,MF4354,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108431// RFX30YBB3PN9AVP//14000010000/BTK/50802.320                                                                       ,414.23,0
4330,MF4412,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108450// RFX41M55S6WR2SA//14000010000/BTK/103837.500                                                                      ,846.68,0
4331,MF4822,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108700// RFX30L0S2LZ4DP7//14000010000/BTK/26009.240                                                                       ,212.07,0
4332,MF4826,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108711// RFX32VNHOD1INMX//14000010000/BTK/41385.000                                                                       ,337.45,0
4333,MF4865,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108761// RFX30NPHM0YEQ1W//14000010000/BTK/21835.600                                                                       ,178.04,0
4334,MF4976,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108827// RFX899EM91I64TE//14000010000/BTK/89368.800                                                                       ,728.7,0
4335,MF4979,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108829// RFX89YS29XN4W2E//14000010000/BTK/36928.800                                                                       ,301.11,0
4336,MF5024,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108845// RFX89JFDYAJB2EH//14000010000/BTK/35548.800                                                                       ,289.86,0
4337,MF5036,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108854// RFX3098IX9K8KD9//14000010000/BTK/32891.600                                                                       ,268.19,0
4338,MF5112,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108884// RFX30USTRTBQQNV//14000010000/BTK/27363.600                                                                       ,223.12,0
4339,MF5119,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108894// RFX30S79PEHU7I1//14000010000/BTK/100001.520                                                                      ,815.4,0
4340,MF5214,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108950// RFX30KC47UAMOXS//14000010000/BTK/41515.280                                                                       ,338.51,0
4341,MF5267,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108990// RFX30URLJTTO55E//14000010000/BTK/19624.400                                                                       ,160.01,0
4342,MF5272,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217108996// RFX30N3XAHIMXQ0//14000010000/BTK/50387.720                                                                       ,410.85,0
4343,MF5278,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109005// RFX30AMSQOLB8ER//14000010000/BTK/13543.600                                                                       ,110.43,0
4344,MF5322,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109023// RFX30Q9LSJFT1YK//14000010000/BTK/27640.000                                                                       ,225.37,0
4345,MF5323,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109025// RFX30B9M8853YPW//14000010000/BTK/110145.400                                                                      ,898.11,0
4346,MF5337,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109050// RFX305VIK40GRMR//14000010000/BTK/50387.720                                                                       ,410.85,0
4347,MF5378,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109055// RFX305QR21SHAGZ//14000010000/BTK/118990.200                                                                      ,970.23,0
4348,MF5393,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109069// RFX30ELCE5EEDID//14000010000/BTK/126729.400                                                                      ,1033.34,0
4349,MF5452,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109104// RFX30TGJUBO6FCR//14000010000/BTK/70012.120                                                                       ,570.87,0
4350,MF5521,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109152// RFX30IACGCMHJJP//14000010000/BTK/126729.400                                                                      ,1033.34,0
4351,MF5570,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109186// RFX309NRWYGN5OK//14000010000/BTK/68685.400                                                                       ,560.05,0
4352,MF5641,20-Apr-25,20-Apr-25,CASH RECD-ICTC 217109217// RFX30MP0PVA03US//14000010000/BTK/49420.320                                                                       ,402.97,0
